1.22 	3.45254e-18 	-6.98323e-18 	-0.321902
1.66 	3.45254e-18 	-6.96118e-18 	-0.382816
2.1 	3.45254e-18 	-6.93894e-18 	-0.40759
2.54 	3.45254e-18 	-8.30431e-18 	-0.311481
2.98 	3.45254e-18 	-8.28171e-18 	-0.175115
3.42 	3.45254e-18 	-6.87115e-18 	-0.0728367
3.86 	3.45254e-18 	-6.84819e-18 	-0.00997712
4.3 	3.45254e-18 	-6.82504e-18 	0.0349274
4.74 	3.45254e-18 	-5.41391e-18 	0.044838
5.18 	3.45254e-18 	-2.61482e-18 	0.0500778
5.62 	3.45254e-18 	-1.2033e-18 	0.0456125
6.06 	3.45254e-18 	-1.17937e-18 	0.0414285
6.5 	3.45254e-18 	-1.15524e-18 	0.0354681
