1.22 	3.45254e-18 	-6.98323e-18 	-0.440486
1.66 	3.45254e-18 	-6.96118e-18 	-0.369153
2.1 	3.45254e-18 	-6.93894e-18 	-0.435727
2.54 	3.45254e-18 	-8.30431e-18 	-0.256217
2.98 	3.45254e-18 	-8.28171e-18 	-0.147602
3.42 	3.45254e-18 	-6.87115e-18 	-0.0923555
3.86 	3.45254e-18 	-6.84819e-18 	-0.154801
4.3 	3.45254e-18 	-6.82504e-18 	-0.174207
4.74 	3.45254e-18 	-5.41391e-18 	-0.122551
5.18 	3.45254e-18 	-2.61482e-18 	-0.087562
5.62 	3.45254e-18 	-1.2033e-18 	-0.0847565
6.06 	3.45254e-18 	-1.17937e-18 	-0.120548
6.5 	3.45254e-18 	-1.15524e-18 	-0.118415
