1.275 	2.15223e-18 	-2.76991e-20 	-0.136187 	0.0117677 	-2.52629e-22
1.825 	2.15223e-18 	-1.39322e-20 	-0.264999 	0.0219974 	3.43328e-21
2.375 	2.15223e-18 	1.38775e-18 	-0.315296 	0.0099451 	-1.60173e-21
2.925 	2.15223e-18 	2.78958e-18 	-0.449385 	-0.0395438 	1.83737e-22
3.475 	2.15223e-18 	4.53849e-18 	-0.392521 	-0.0722918 	-1.24341e-21
4.025 	2.15223e-18 	6.28755e-18 	-0.351251 	-0.0463473 	-9.61101e-23
4.575 	2.15223e-18 	6.30203e-18 	-0.17323 	0.00535429 	1.42777e-21
5.125 	2.15223e-18 	6.31666e-18 	-0.117759 	0.0519972 	-9.85219e-22
5.675 	2.15223e-18 	6.33144e-18 	0.00065257 	0.0769149 	-1.17277e-22
6.225 	2.15223e-18 	4.61166e-18 	0.0744675 	0.0612224 	-1.40763e-22
