1.22 	3.45254e-18 	-6.98323e-18 	-0.130603
1.66 	3.45254e-18 	-6.96118e-18 	0.0797656
2.1 	3.45254e-18 	-6.93894e-18 	0.0379353
2.54 	3.45254e-18 	-8.30431e-18 	0.044459
2.98 	3.45254e-18 	-8.28171e-18 	0.0231414
3.42 	3.45254e-18 	-6.87115e-18 	0.0169248
3.86 	3.45254e-18 	-6.84819e-18 	0.0110299
4.3 	3.45254e-18 	-6.82504e-18 	0.00785392
4.74 	3.45254e-18 	-5.41391e-18 	0.00557563
5.18 	3.45254e-18 	-2.61482e-18 	0.00408932
5.62 	3.45254e-18 	-1.2033e-18 	0.00304938
6.06 	3.45254e-18 	-1.17937e-18 	0.00231502
6.5 	3.45254e-18 	-1.15524e-18 	0.00178014
