1.22 	3.45254e-18 	-6.98323e-18 	-0.362265
1.66 	3.45254e-18 	-6.96118e-18 	-0.367309
2.1 	3.45254e-18 	-6.93894e-18 	-0.364297
2.54 	3.45254e-18 	-8.30431e-18 	-0.270744
2.98 	3.45254e-18 	-8.28171e-18 	-0.209507
3.42 	3.45254e-18 	-6.87115e-18 	-0.234198
3.86 	3.45254e-18 	-6.84819e-18 	-0.198602
4.3 	3.45254e-18 	-6.82504e-18 	-0.128153
4.74 	3.45254e-18 	-5.41391e-18 	-0.103975
5.18 	3.45254e-18 	-2.61482e-18 	-0.130415
5.62 	3.45254e-18 	-1.2033e-18 	-0.144872
6.06 	3.45254e-18 	-1.17937e-18 	-0.124046
6.5 	3.45254e-18 	-1.15524e-18 	-0.0913921
