1.22 	3.45254e-18 	-6.98323e-18 	-0.135817 	0.00363668 	-8.2302e-22
1.66 	3.45254e-18 	-6.96118e-18 	-0.261367 	-0.00233453 	-3.91961e-23
2.1 	3.45254e-18 	-6.93894e-18 	-0.298426 	-0.00978159 	-2.36751e-21
2.54 	3.45254e-18 	-8.30431e-18 	-0.446763 	-0.0109994 	-1.13222e-23
2.98 	3.45254e-18 	-8.28171e-18 	-0.460645 	-0.000555282 	2.68952e-21
3.42 	3.45254e-18 	-6.87115e-18 	-0.448333 	0.0136792 	2.54917e-21
3.86 	3.45254e-18 	-6.84819e-18 	-0.299378 	0.0193733 	4.31397e-22
4.3 	3.45254e-18 	-6.82504e-18 	-0.227346 	0.0152904 	1.29384e-21
4.74 	3.45254e-18 	-5.41391e-18 	-0.0885724 	0.00628356 	-5.42288e-22
5.18 	3.45254e-18 	-2.61482e-18 	0.00290817 	-0.00337344 	-1.37948e-22
5.62 	3.45254e-18 	-1.2033e-18 	0.114545 	-0.0112764 	2.25304e-23
6.06 	3.45254e-18 	-1.17937e-18 	0.196729 	-0.0150883 	-6.79562e-23
6.5 	3.45254e-18 	-1.15524e-18 	0.280041 	-0.0160628 	9.30348e-23
