1.22 	3.45254e-18 	-6.98323e-18 	0.0887963 	0.18956 	-8.14792e-22
1.66 	3.45254e-18 	-6.96118e-18 	-0.0109361 	0.680943 	-6.78449e-23
2.1 	3.45254e-18 	-6.93894e-18 	0.176572 	0.521643 	-1.08137e-21
2.54 	3.45254e-18 	-8.30431e-18 	0.676662 	-0.156076 	-1.75787e-23
2.98 	3.45254e-18 	-8.28171e-18 	0.861176 	-0.511867 	1.02175e-21
3.42 	3.45254e-18 	-6.87115e-18 	0.801302 	-0.656995 	6.85465e-22
3.86 	3.45254e-18 	-6.84819e-18 	0.769199 	-0.620501 	1.22261e-22
4.3 	3.45254e-18 	-6.82504e-18 	0.899531 	-0.198529 	6.75534e-22
4.74 	3.45254e-18 	-5.41391e-18 	1.00434 	0.190685 	-6.43843e-22
5.18 	3.45254e-18 	-2.61482e-18 	1.05329 	0.388225 	-3.60593e-22
5.62 	3.45254e-18 	-1.2033e-18 	0.95509 	0.607388 	1.48161e-22
6.06 	3.45254e-18 	-1.17937e-18 	0.958305 	0.514964 	2.89375e-22
6.5 	3.45254e-18 	-1.15524e-18 	1.00433 	0.266986 	-2.49299e-22
