1.22 	3.45254e-18 	-6.98323e-18 	-0.123068 	0.00907779 	-4.187e-22
1.66 	3.45254e-18 	-6.96118e-18 	-0.242555 	0.0157668 	-2.10206e-23
2.1 	3.45254e-18 	-6.93894e-18 	-0.263898 	0.0178929 	-1.19008e-21
2.54 	3.45254e-18 	-8.30431e-18 	-0.338097 	0.000710121 	7.55501e-24
2.98 	3.45254e-18 	-8.28171e-18 	-0.380966 	-0.0327477 	1.31125e-21
3.42 	3.45254e-18 	-6.87115e-18 	-0.430671 	-0.0570576 	1.42685e-21
3.86 	3.45254e-18 	-6.84819e-18 	-0.361152 	-0.0484046 	2.8211e-22
4.3 	3.45254e-18 	-6.82504e-18 	-0.312009 	-0.0143754 	1.00523e-21
4.74 	3.45254e-18 	-5.41391e-18 	-0.200401 	0.0203596 	-5.0852e-22
5.18 	3.45254e-18 	-2.61482e-18 	-0.129335 	0.0426102 	-2.06171e-22
5.62 	3.45254e-18 	-1.2033e-18 	-0.0317412 	0.0482991 	6.91368e-23
6.06 	3.45254e-18 	-1.17937e-18 	0.0426311 	0.041599 	1.13805e-22
6.5 	3.45254e-18 	-1.15524e-18 	0.128616 	0.0265869 	-1.73872e-23
