1.275 	2.15223e-18 	-2.76991e-20 	-0.135061 	-0.0077092 	-2.52271e-22
1.825 	2.15223e-18 	-1.39322e-20 	-0.266714 	-0.0146532 	3.41618e-21
2.375 	2.15223e-18 	1.38775e-18 	-0.301922 	0.0293011 	-1.54362e-21
2.925 	2.15223e-18 	2.78958e-18 	-0.44054 	0.0966466 	1.55761e-22
3.475 	2.15223e-18 	4.53849e-18 	-0.382799 	0.095255 	-1.33143e-21
4.025 	2.15223e-18 	6.28755e-18 	-0.307217 	0.00259518 	-1.3154e-22
4.575 	2.15223e-18 	6.30203e-18 	-0.135485 	-0.0889168 	1.60435e-21
5.125 	2.15223e-18 	6.31666e-18 	-0.104314 	-0.135009 	-1.08441e-21
5.675 	2.15223e-18 	6.33144e-18 	-0.00359396 	-0.129872 	-1.23821e-22
6.225 	2.15223e-18 	4.61166e-18 	0.0793583 	-0.0610372 	-1.58572e-22
