1.275 	2.15223e-18 	-2.76991e-20 	-0.151948 	0.00696001 	-2.81963e-22
1.825 	2.15223e-18 	-1.39322e-20 	-0.364157 	0.00683717 	4.22815e-21
2.375 	2.15223e-18 	1.38775e-18 	-0.459259 	0.00191319 	-2.12109e-21
2.925 	2.15223e-18 	2.78958e-18 	-0.477946 	-0.00653311 	1.81398e-22
3.475 	2.15223e-18 	4.53849e-18 	-0.256841 	-0.00811152 	-7.19241e-22
4.025 	2.15223e-18 	6.28755e-18 	-0.19904 	-0.00527874 	-3.21524e-23
4.575 	2.15223e-18 	6.30203e-18 	-0.0164229 	-0.00406463 	6.24012e-22
5.125 	2.15223e-18 	6.31666e-18 	0.0844662 	-0.00216268 	-1.59353e-22
5.675 	2.15223e-18 	6.33144e-18 	0.220194 	-0.00198573 	2.26974e-23
6.225 	2.15223e-18 	4.61166e-18 	0.322671 	-0.00182629 	1.34387e-22
