1.22 	3.45254e-18 	-6.98323e-18 	0.0253677
1.66 	3.45254e-18 	-6.96118e-18 	0.0240372
2.1 	3.45254e-18 	-6.93894e-18 	0.0123141
2.54 	3.45254e-18 	-8.30431e-18 	0.00440354
2.98 	3.45254e-18 	-8.28171e-18 	0.00216565
3.42 	3.45254e-18 	-6.87115e-18 	0.000641151
3.86 	3.45254e-18 	-6.84819e-18 	-7.70692e-05
4.3 	3.45254e-18 	-6.82504e-18 	-0.000419695
4.74 	3.45254e-18 	-5.41391e-18 	-0.000584547
5.18 	3.45254e-18 	-2.61482e-18 	-0.000616886
5.62 	3.45254e-18 	-1.2033e-18 	-0.000598157
6.06 	3.45254e-18 	-1.17937e-18 	-0.000567244
6.5 	3.45254e-18 	-1.15524e-18 	-0.000499883
