1.275 	2.15223e-18 	-2.76991e-20 	-0.131418 	0.0225508 	-2.55275e-22
1.825 	2.15223e-18 	-1.39322e-20 	-0.266467 	0.0120268 	3.50877e-21
2.375 	2.15223e-18 	1.38775e-18 	-0.285255 	-0.0736134 	-1.57529e-21
2.925 	2.15223e-18 	2.78958e-18 	-0.424103 	-0.160083 	1.38926e-22
3.475 	2.15223e-18 	4.53849e-18 	-0.361259 	-0.107317 	-1.33832e-21
4.025 	2.15223e-18 	6.28755e-18 	-0.264187 	0.0633442 	-1.1256e-22
4.575 	2.15223e-18 	6.30203e-18 	-0.129115 	0.188671 	1.61907e-21
5.125 	2.15223e-18 	6.31666e-18 	-0.119989 	0.21722 	-1.16479e-21
5.675 	2.15223e-18 	6.33144e-18 	0.0302737 	0.145361 	-1.75095e-22
6.225 	2.15223e-18 	4.61166e-18 	0.168421 	0.00949809 	-3.04832e-22
