1.22 	3.45254e-18 	-6.98323e-18 	-0.525156
1.66 	3.45254e-18 	-6.96118e-18 	-0.514511
2.1 	3.45254e-18 	-6.93894e-18 	-0.314507
2.54 	3.45254e-18 	-8.30431e-18 	-0.130841
2.98 	3.45254e-18 	-8.28171e-18 	-0.206021
3.42 	3.45254e-18 	-6.87115e-18 	-0.184137
3.86 	3.45254e-18 	-6.84819e-18 	-0.139566
4.3 	3.45254e-18 	-6.82504e-18 	-0.0866236
4.74 	3.45254e-18 	-5.41391e-18 	-0.106884
5.18 	3.45254e-18 	-2.61482e-18 	-0.136467
5.62 	3.45254e-18 	-1.2033e-18 	-0.144663
6.06 	3.45254e-18 	-1.17937e-18 	-0.10515
6.5 	3.45254e-18 	-1.15524e-18 	-0.079001
