1.22 	3.45254e-18 	-6.98323e-18 	0.015714 	0.520164 	-6.77438e-22
1.66 	3.45254e-18 	-6.96118e-18 	-0.0866038 	0.457935 	-3.19931e-23
2.1 	3.45254e-18 	-6.93894e-18 	0.577382 	-0.186159 	-1.78372e-21
2.54 	3.45254e-18 	-8.30431e-18 	0.772049 	-0.522334 	-1.77758e-23
2.98 	3.45254e-18 	-8.28171e-18 	0.670036 	-0.715863 	7.77902e-22
3.42 	3.45254e-18 	-6.87115e-18 	0.659476 	-0.547134 	5.1131e-22
3.86 	3.45254e-18 	-6.84819e-18 	0.867655 	-0.05101 	1.95482e-22
4.3 	3.45254e-18 	-6.82504e-18 	0.987591 	0.356988 	1.12566e-21
4.74 	3.45254e-18 	-5.41391e-18 	0.933703 	0.583879 	-5.91248e-22
5.18 	3.45254e-18 	-2.61482e-18 	0.887892 	0.626714 	-2.59844e-22
5.62 	3.45254e-18 	-1.2033e-18 	0.968129 	0.372231 	1.40485e-22
6.06 	3.45254e-18 	-1.17937e-18 	1.03237 	-0.00958305 	5.91988e-22
6.5 	3.45254e-18 	-1.15524e-18 	1.03708 	-0.272477 	-3.75615e-22
