1.22 	3.45254e-18 	-6.98323e-18 	-0.0841439 	0.159142 	-5.61451e-22
1.66 	3.45254e-18 	-6.96118e-18 	-0.177 	0.358454 	-2.93129e-23
2.1 	3.45254e-18 	-6.93894e-18 	0.156278 	0.0405854 	-1.65902e-21
2.54 	3.45254e-18 	-8.30431e-18 	0.295594 	-0.428841 	-5.74704e-23
2.98 	3.45254e-18 	-8.28171e-18 	0.141954 	-0.659737 	9.57126e-22
3.42 	3.45254e-18 	-6.87115e-18 	0.260445 	-0.43332 	7.67249e-22
3.86 	3.45254e-18 	-6.84819e-18 	0.582712 	0.0876889 	2.28647e-22
4.3 	3.45254e-18 	-6.82504e-18 	0.708764 	0.411041 	1.02928e-21
4.74 	3.45254e-18 	-5.41391e-18 	0.618045 	0.620785 	-5.32481e-22
5.18 	3.45254e-18 	-2.61482e-18 	0.543046 	0.58584 	-2.50052e-22
5.62 	3.45254e-18 	-1.2033e-18 	0.637164 	0.252166 	1.44947e-22
6.06 	3.45254e-18 	-1.17937e-18 	0.774736 	-0.124108 	5.51768e-22
6.5 	3.45254e-18 	-1.15524e-18 	0.843142 	-0.375704 	-3.30002e-22
