1.22 	3.45254e-18 	-6.98323e-18 	-0.303544
1.66 	3.45254e-18 	-6.96118e-18 	-0.295349
2.1 	3.45254e-18 	-6.93894e-18 	-0.340498
2.54 	3.45254e-18 	-8.30431e-18 	-0.337808
2.98 	3.45254e-18 	-8.28171e-18 	-0.313236
3.42 	3.45254e-18 	-6.87115e-18 	-0.229332
3.86 	3.45254e-18 	-6.84819e-18 	-0.213905
4.3 	3.45254e-18 	-6.82504e-18 	-0.228904
4.74 	3.45254e-18 	-5.41391e-18 	-0.223941
5.18 	3.45254e-18 	-2.61482e-18 	-0.175573
5.62 	3.45254e-18 	-1.2033e-18 	-0.132836
6.06 	3.45254e-18 	-1.17937e-18 	-0.119807
6.5 	3.45254e-18 	-1.15524e-18 	-0.135331
